"user","window_start_utc","window_end_utc","satellites","point_id","lat","lon","required_interval_hours"
"User1","2025-01-01 00:00:00Z","2025-01-15 23:59:59Z","FLOCK 4Q-34;Global-17;ICEYE-X13;Global-19;Global-18;Landsat-8;SENTINEL-1A;SKYSAT-C11;SKYSAT-C13;TERRA SAR X","2025-01-01|0520|-30.69055|120.59496|7","-30.69055","120.59496","12"
"User1","2025-01-01 00:00:00Z","2025-01-15 23:59:59Z","FLOCK 4Q-34;Global-17;ICEYE-X13;Global-19;Global-18;Landsat-8;SENTINEL-1A;SKYSAT-C11;SKYSAT-C13;TERRA SAR X","2025-01-01|0520|-30.69596|120.583|8","-30.69596","120.583","12"
"User1","2025-01-01 00:00:00Z","2025-01-15 23:59:59Z","FLOCK 4Q-34;Global-17;ICEYE-X13;Global-19;Global-18;Landsat-8;SENTINEL-1A;SKYSAT-C11;SKYSAT-C13;TERRA SAR X","2025-01-01|0520|-30.69551|120.58718|9","-30.69551","120.58718","12"
"User1","2025-01-01 00:00:00Z","2025-01-15 23:59:59Z","FLOCK 4Q-34;Global-17;ICEYE-X13;Global-19;Global-18;Landsat-8;SENTINEL-1A;SKYSAT-C11;SKYSAT-C13;TERRA SAR X","2025-01-01|0520|-30.69464|120.59551|10","-30.69464","120.59551","12"
"User1","2025-01-01 00:00:00Z","2025-01-15 23:59:59Z","FLOCK 4Q-34;Global-17;ICEYE-X13;Global-19;Global-18;Landsat-8;SENTINEL-1A;SKYSAT-C11;SKYSAT-C13;TERRA SAR X","2025-01-01|0520|-30.70004|120.58353|11","-30.70004","120.58353","12"
"User1","2025-01-01 00:00:00Z","2025-01-15 23:59:59Z","FLOCK 4Q-34;Global-17;ICEYE-X13;Global-19;Global-18;Landsat-8;SENTINEL-1A;SKYSAT-C11;SKYSAT-C13;TERRA SAR X","2025-01-01|0520|-30.6996|120.58772|12","-30.6996","120.58772","12"
"User1","2025-01-01 00:00:00Z","2025-01-15 23:59:59Z","FLOCK 4Q-34;Global-17;ICEYE-X13;Global-19;Global-18;Landsat-8;SENTINEL-1A;SKYSAT-C11;SKYSAT-C13;TERRA SAR X","2025-01-01|0520|-30.69916|120.59188|13","-30.69916","120.59188","12"
"User1","2025-01-01 00:00:00Z","2025-01-15 23:59:59Z","FLOCK 4Q-34;Global-17;ICEYE-X13;Global-19;Global-18;Landsat-8;SENTINEL-1A;SKYSAT-C11;SKYSAT-C13;TERRA SAR X","2025-01-01|0520|-30.70414|120.58405|14","-30.70414","120.58405","12"
"User1","2025-01-01 00:00:00Z","2025-01-15 23:59:59Z","FLOCK 4Q-34;Global-17;ICEYE-X13;Global-19;Global-18;Landsat-8;SENTINEL-1A;SKYSAT-C11;SKYSAT-C13;TERRA SAR X","2025-01-01|0520|-30.70458|120.57986|15","-30.70458","120.57986","12"
"User2","2025-01-01 00:00:00Z","2025-01-15 23:59:59Z","FLOCK 4Q-34;Global-17;Global-18;Global-19;Landsat-8;SKYSAT-C11;SKYSAT-C13","2025-01-01|0338|-34.63677|148.45836|0","-34.63677","148.45836","12"
"User2","2025-01-01 00:00:00Z","2025-01-15 23:59:59Z","FLOCK 4Q-34;Global-17;Global-18;Global-19;Landsat-8;SKYSAT-C11;SKYSAT-C13","2025-01-01|0338|-34.63651|148.45705|1","-34.63651","148.45705","12"
"User2","2025-01-01 00:00:00Z","2025-01-15 23:59:59Z","FLOCK 4Q-34;Global-17;Global-18;Global-19;Landsat-8;SKYSAT-C11;SKYSAT-C13","2025-01-01|1456|-34.63507|148.45457|2","-34.63507","148.45457","12"
"User2","2025-01-01 00:00:00Z","2025-01-15 23:59:59Z","FLOCK 4Q-34;Global-17;Global-18;Global-19;Landsat-8;SKYSAT-C11;SKYSAT-C13","2025-01-01|1456|-34.63587|148.45912|3","-34.63587","148.45912","12"
"User2","2025-01-01 00:00:00Z","2025-01-15 23:59:59Z","FLOCK 4Q-34;Global-17;Global-18;Global-19;Landsat-8;SKYSAT-C11;SKYSAT-C13","2025-01-01|0338|-34.46813|150.89221|0","-34.46813","150.89221","12"
"User2","2025-01-01 00:00:00Z","2025-01-15 23:59:59Z","FLOCK 4Q-34;Global-17;Global-18;Global-19;Landsat-8;SKYSAT-C11;SKYSAT-C13","2025-01-01|0338|-34.45909|150.88132|1","-34.45909","150.88132","12"
"User2","2025-01-01 00:00:00Z","2025-01-15 23:59:59Z","FLOCK 4Q-34;Global-17;Global-18;Global-19;Landsat-8;SKYSAT-C11;SKYSAT-C13","2025-01-01|0338|-34.45628|150.87621|2","-34.45628","150.87621","12"
"User2","2025-01-01 00:00:00Z","2025-01-15 23:59:59Z","FLOCK 4Q-34;Global-17;Global-18;Global-19;Landsat-8;SKYSAT-C11;SKYSAT-C13","2025-01-01|0338|-33.18337|149.97404|3","-33.18337","149.97404","12"
"User2","2025-01-01 00:00:00Z","2025-01-15 23:59:59Z","FLOCK 4Q-34;Global-17;Global-18;Global-19;Landsat-8;SKYSAT-C11;SKYSAT-C13","2025-01-01|0338|-33.12378|150.37042|4","-33.12378","150.37042","12"
"User2","2025-01-01 00:00:00Z","2025-01-15 23:59:59Z","FLOCK 4Q-34;Global-17;Global-18;Global-19;Landsat-8;SKYSAT-C11;SKYSAT-C13","2025-01-01|0338|-33.1186|150.3829|5","-33.1186","150.3829","12"
"User2","2025-01-01 00:00:00Z","2025-01-15 23:59:59Z","FLOCK 4Q-34;Global-17;Global-18;Global-19;Landsat-8;SKYSAT-C11;SKYSAT-C13","2025-01-01|0338|-33.11918|150.37856|6","-33.11918","150.37856","12"
"User2","2025-01-01 00:00:00Z","2025-01-15 23:59:59Z","FLOCK 4Q-34;Global-17;Global-18;Global-19;Landsat-8;SKYSAT-C11;SKYSAT-C13","2025-01-01|0338|-33.11977|150.37418|7","-33.11977","150.37418","12"
"User2","2025-01-01 00:00:00Z","2025-01-15 23:59:59Z","FLOCK 4Q-34;Global-17;Global-18;Global-19;Landsat-8;SKYSAT-C11;SKYSAT-C13","2025-01-01|0338|-33.12036|150.3698|8","-33.12036","150.3698","12"
"User2","2025-01-01 00:00:00Z","2025-01-15 23:59:59Z","FLOCK 4Q-34;Global-17;Global-18;Global-19;Landsat-8;SKYSAT-C11;SKYSAT-C13","2025-01-01|0338|-33.12095|150.36534|9","-33.12095","150.36534","12"
"User2","2025-01-01 00:00:00Z","2025-01-15 23:59:59Z","FLOCK 4Q-34;Global-17;Global-18;Global-19;Landsat-8;SKYSAT-C11;SKYSAT-C13","2025-01-01|0338|-33.12155|150.36087|10","-33.12155","150.36087","12"
"User2","2025-01-01 00:00:00Z","2025-01-15 23:59:59Z","FLOCK 4Q-34;Global-17;Global-18;Global-19;Landsat-8;SKYSAT-C11;SKYSAT-C13","2025-01-01|0338|-33.11753|150.36469|11","-33.11753","150.36469","12"
"User2","2025-01-01 00:00:00Z","2025-01-15 23:59:59Z","FLOCK 4Q-34;Global-17;Global-18;Global-19;Landsat-8;SKYSAT-C11;SKYSAT-C13","2025-01-01|0338|-33.10999|150.39478|12","-33.10999","150.39478","12"
"User2","2025-01-01 00:00:00Z","2025-01-15 23:59:59Z","FLOCK 4Q-34;Global-17;Global-18;Global-19;Landsat-8;SKYSAT-C11;SKYSAT-C13","2025-01-01|0338|-33.11058|150.39038|13","-33.11058","150.39038","12"
"User2","2025-01-01 00:00:00Z","2025-01-15 23:59:59Z","FLOCK 4Q-34;Global-17;Global-18;Global-19;Landsat-8;SKYSAT-C11;SKYSAT-C13","2025-01-01|0338|-33.11411|150.36404|14","-33.11411","150.36404","12"
"User2","2025-01-01 00:00:00Z","2025-01-15 23:59:59Z","FLOCK 4Q-34;Global-17;Global-18;Global-19;Landsat-8;SKYSAT-C11;SKYSAT-C13","2025-01-01|0338|-33.10657|150.39413|15","-33.10657","150.39413","12"
"User2","2025-01-01 00:00:00Z","2025-01-15 23:59:59Z","FLOCK 4Q-34;Global-17;Global-18;Global-19;Landsat-8;SKYSAT-C11;SKYSAT-C13","2025-01-01|0338|-33.09971|150.39293|16","-33.09971","150.39293","12"
"User2","2025-01-01 00:00:00Z","2025-01-15 23:59:59Z","FLOCK 4Q-34;Global-17;Global-18;Global-19;Landsat-8;SKYSAT-C11;SKYSAT-C13","2025-01-01|0338|-33.0957|150.39673|17","-33.0957","150.39673","12"
"User2","2025-01-01 00:00:00Z","2025-01-15 23:59:59Z","FLOCK 4Q-34;Global-17;Global-18;Global-19;Landsat-8;SKYSAT-C11;SKYSAT-C13","2025-01-01|0338|-33.09688|150.38788|18","-33.09688","150.38788","12"
"User2","2025-01-01 00:00:00Z","2025-01-15 23:59:59Z","FLOCK 4Q-34;Global-17;Global-18;Global-19;Landsat-8;SKYSAT-C11;SKYSAT-C13","2025-01-01|0338|-33.09657|150.39438|19","-33.09657","150.39438","12"
"User2","2025-01-01 00:00:00Z","2025-01-15 23:59:59Z","FLOCK 4Q-34;Global-17;Global-18;Global-19;Landsat-8;SKYSAT-C11;SKYSAT-C13","2025-01-01|0338|-33.08972|150.39313|20","-33.08972","150.39313","12"
"User2","2025-01-01 00:00:00Z","2025-01-15 23:59:59Z","FLOCK 4Q-34;Global-17;Global-18;Global-19;Landsat-8;SKYSAT-C11;SKYSAT-C13","2025-01-01|0338|-33.09093|150.38426|21","-33.09093","150.38426","12"
"User2","2025-01-01 00:00:00Z","2025-01-15 23:59:59Z","FLOCK 4Q-34;Global-17;Global-18;Global-19;Landsat-8;SKYSAT-C11;SKYSAT-C13","2025-01-01|0338|-33.08751|150.38361|22","-33.08751","150.38361","12"
"User2","2025-01-01 00:00:00Z","2025-01-15 23:59:59Z","FLOCK 4Q-34;Global-17;Global-18;Global-19;Landsat-8;SKYSAT-C11;SKYSAT-C13","2025-01-01|0338|-33.08812|150.37914|23","-33.08812","150.37914","12"
"User2","2025-01-01 00:00:00Z","2025-01-15 23:59:59Z","FLOCK 4Q-34;Global-17;Global-18;Global-19;Landsat-8;SKYSAT-C11;SKYSAT-C13","2025-01-01|0338|-33.08873|150.37466|24","-33.08873","150.37466","12"
"User2","2025-01-01 00:00:00Z","2025-01-15 23:59:59Z","FLOCK 4Q-34;Global-17;Global-18;Global-19;Landsat-8;SKYSAT-C11;SKYSAT-C13","2025-01-01|0338|-33.08348|150.38736|25","-33.08348","150.38736","12"
"User2","2025-01-01 00:00:00Z","2025-01-15 23:59:59Z","FLOCK 4Q-34;Global-17;Global-18;Global-19;Landsat-8;SKYSAT-C11;SKYSAT-C13","2025-01-01|0338|-32.83047|151.10291|26","-32.83047","151.10291","12"
"User2","2025-01-01 00:00:00Z","2025-01-15 23:59:59Z","FLOCK 4Q-34;Global-17;Global-18;Global-19;Landsat-8;SKYSAT-C11;SKYSAT-C13","2025-01-01|0338|-32.83107|151.09868|27","-32.83107","151.09868","12"
"User2","2025-01-01 00:00:00Z","2025-01-15 23:59:59Z","FLOCK 4Q-34;Global-17;Global-18;Global-19;Landsat-8;SKYSAT-C11;SKYSAT-C13","2025-01-01|0338|-32.82652|151.10646|28","-32.82652","151.10646","12"
"User2","2025-01-01 00:00:00Z","2025-01-15 23:59:59Z","FLOCK 4Q-34;Global-17;Global-18;Global-19;Landsat-8;SKYSAT-C11;SKYSAT-C13","2025-01-01|0338|-32.82711|151.10222|29","-32.82711","151.10222","12"
"User2","2025-01-01 00:00:00Z","2025-01-15 23:59:59Z","FLOCK 4Q-34;Global-17;Global-18;Global-19;Landsat-8;SKYSAT-C11;SKYSAT-C13","2025-01-01|0338|-32.82317|151.10576|30","-32.82317","151.10576","12"
"User2","2025-01-01 00:00:00Z","2025-01-15 23:59:59Z","FLOCK 4Q-34;Global-17;Global-18;Global-19;Landsat-8;SKYSAT-C11;SKYSAT-C13","2025-01-01|0338|-32.81981|151.10507|31","-32.81981","151.10507","12"
"User2","2025-01-01 00:00:00Z","2025-01-15 23:59:59Z","FLOCK 4Q-34;Global-17;Global-18;Global-19;Landsat-8;SKYSAT-C11;SKYSAT-C13","2025-01-01|1456|-32.59966|150.68439|32","-32.59966","150.68439","12"
"User2","2025-01-01 00:00:00Z","2025-01-15 23:59:59Z","FLOCK 4Q-34;Global-17;Global-18;Global-19;Landsat-8;SKYSAT-C11;SKYSAT-C13","2025-01-01|1456|-32.61431|150.68959|33","-32.61431","150.68959","12"
"User2","2025-01-01 00:00:00Z","2025-01-15 23:59:59Z","FLOCK 4Q-34;Global-17;Global-18;Global-19;Landsat-8;SKYSAT-C11;SKYSAT-C13","2025-01-01|1456|-32.61497|150.69368|34","-32.61497","150.69368","12"
"User2","2025-01-01 00:00:00Z","2025-01-15 23:59:59Z","FLOCK 4Q-34;Global-17;Global-18;Global-19;Landsat-8;SKYSAT-C11;SKYSAT-C13","2025-01-01|1456|-32.62094|150.68803|35","-32.62094","150.68803","12"
"User2","2025-01-01 00:00:00Z","2025-01-15 23:59:59Z","FLOCK 4Q-34;Global-17;Global-18;Global-19;Landsat-8;SKYSAT-C11;SKYSAT-C13","2025-01-01|1456|-32.62027|150.68391|36","-32.62027","150.68391","12"
"User2","2025-01-01 00:00:00Z","2025-01-15 23:59:59Z","FLOCK 4Q-34;Global-17;Global-18;Global-19;Landsat-8;SKYSAT-C11;SKYSAT-C13","2025-01-01|1456|-32.82377|151.10176|37","-32.82377","151.10176","12"
"User2","2025-01-01 00:00:00Z","2025-01-15 23:59:59Z","FLOCK 4Q-34;Global-17;Global-18;Global-19;Landsat-8;SKYSAT-C11;SKYSAT-C13","2025-01-01|1456|-32.82708|151.10103|38","-32.82708","151.10103","12"
"User2","2025-01-01 00:00:00Z","2025-01-15 23:59:59Z","FLOCK 4Q-34;Global-17;Global-18;Global-19;Landsat-8;SKYSAT-C11;SKYSAT-C13","2025-01-01|1456|-32.80295|150.80354|39","-32.80295","150.80354","12"
"User2","2025-01-01 00:00:00Z","2025-01-15 23:59:59Z","FLOCK 4Q-34;Global-17;Global-18;Global-19;Landsat-8;SKYSAT-C11;SKYSAT-C13","2025-01-01|1456|-32.80491|150.79449|40","-32.80491","150.79449","12"
"User2","2025-01-01 00:00:00Z","2025-01-15 23:59:59Z","FLOCK 4Q-34;Global-17;Global-18;Global-19;Landsat-8;SKYSAT-C11;SKYSAT-C13","2025-01-01|1456|-32.80559|150.79865|41","-32.80559","150.79865","12"
"User2","2025-01-01 00:00:00Z","2025-01-15 23:59:59Z","FLOCK 4Q-34;Global-17;Global-18;Global-19;Landsat-8;SKYSAT-C11;SKYSAT-C13","2025-01-01|1456|-32.80632|150.8242|42","-32.80632","150.8242","12"
"User2","2025-01-01 00:00:00Z","2025-01-15 23:59:59Z","FLOCK 4Q-34;Global-17;Global-18;Global-19;Landsat-8;SKYSAT-C11;SKYSAT-C13","2025-01-01|1456|-32.80565|150.82008|43","-32.80565","150.82008","12"
"User2","2025-01-01 00:00:00Z","2025-01-15 23:59:59Z","FLOCK 4Q-34;Global-17;Global-18;Global-19;Landsat-8;SKYSAT-C11;SKYSAT-C13","2025-01-01|1456|-32.80497|150.81596|44","-32.80497","150.81596","12"
"User2","2025-01-01 00:00:00Z","2025-01-15 23:59:59Z","FLOCK 4Q-34;Global-17;Global-18;Global-19;Landsat-8;SKYSAT-C11;SKYSAT-C13","2025-01-01|1456|-32.8043|150.81183|45","-32.8043","150.81183","12"
"User2","2025-01-01 00:00:00Z","2025-01-15 23:59:59Z","FLOCK 4Q-34;Global-17;Global-18;Global-19;Landsat-8;SKYSAT-C11;SKYSAT-C13","2025-01-01|1456|-32.80227|150.79942|46","-32.80227","150.79942","12"
"User2","2025-01-01 00:00:00Z","2025-01-15 23:59:59Z","FLOCK 4Q-34;Global-17;Global-18;Global-19;Landsat-8;SKYSAT-C11;SKYSAT-C13","2025-01-01|1456|-32.80299|150.82494|47","-32.80299","150.82494","12"
"User2","2025-01-01 00:00:00Z","2025-01-15 23:59:59Z","FLOCK 4Q-34;Global-17;Global-18;Global-19;Landsat-8;SKYSAT-C11;SKYSAT-C13","2025-01-01|1456|-32.80233|150.82083|48","-32.80233","150.82083","12"
"User2","2025-01-01 00:00:00Z","2025-01-15 23:59:59Z","FLOCK 4Q-34;Global-17;Global-18;Global-19;Landsat-8;SKYSAT-C11;SKYSAT-C13","2025-01-01|1456|-32.80165|150.81671|49","-32.80165","150.81671","12"
"User2","2025-01-01 00:00:00Z","2025-01-15 23:59:59Z","FLOCK 4Q-34;Global-17;Global-18;Global-19;Landsat-8;SKYSAT-C11;SKYSAT-C13","2025-01-01|1456|-32.80098|150.81259|50","-32.80098","150.81259","12"
"User2","2025-01-01 00:00:00Z","2025-01-15 23:59:59Z","FLOCK 4Q-34;Global-17;Global-18;Global-19;Landsat-8;SKYSAT-C11;SKYSAT-C13","2025-01-01|1456|-32.80031|150.80844|51","-32.80031","150.80844","12"
"User2","2025-01-01 00:00:00Z","2025-01-15 23:59:59Z","FLOCK 4Q-34;Global-17;Global-18;Global-19;Landsat-8;SKYSAT-C11;SKYSAT-C13","2025-01-01|1456|-32.79699|150.8092|52","-32.79699","150.8092","12"
"User2","2025-01-01 00:00:00Z","2025-01-15 23:59:59Z","FLOCK 4Q-34;Global-17;Global-18;Global-19;Landsat-8;SKYSAT-C11;SKYSAT-C13","2025-01-01|1456|-32.83304|151.09544|53","-32.83304","151.09544","12"
"User2","2025-01-01 00:00:00Z","2025-01-15 23:59:59Z","FLOCK 4Q-34;Global-17;Global-18;Global-19;Landsat-8;SKYSAT-C11;SKYSAT-C13","2025-01-01|1456|-32.8304|151.1003|54","-32.8304","151.1003","12"
"User2","2025-01-01 00:00:00Z","2025-01-15 23:59:59Z","FLOCK 4Q-34;Global-17;Global-18;Global-19;Landsat-8;SKYSAT-C11;SKYSAT-C13","2025-01-01|1456|-32.82973|151.09619|55","-32.82973","151.09619","12"
"User2","2025-01-01 00:00:00Z","2025-01-15 23:59:59Z","FLOCK 4Q-34;Global-17;Global-18;Global-19;Landsat-8;SKYSAT-C11;SKYSAT-C13","2025-01-01|1456|-33.11178|150.39621|56","-33.11178","150.39621","12"
"User2","2025-01-01 00:00:00Z","2025-01-15 23:59:59Z","FLOCK 4Q-34;Global-17;Global-18;Global-19;Landsat-8;SKYSAT-C11;SKYSAT-C13","2025-01-01|1456|-33.11109|150.39206|57","-33.11109","150.39206","12"
"User2","2025-01-01 00:00:00Z","2025-01-15 23:59:59Z","FLOCK 4Q-34;Global-17;Global-18;Global-19;Landsat-8;SKYSAT-C11;SKYSAT-C13","2025-01-01|1456|-33.10845|150.397|58","-33.10845","150.397","12"
"User2","2025-01-01 00:00:00Z","2025-01-15 23:59:59Z","FLOCK 4Q-34;Global-17;Global-18;Global-19;Landsat-8;SKYSAT-C11;SKYSAT-C13","2025-01-01|1456|-33.10513|150.3978|59","-33.10513","150.3978","12"
"User2","2025-01-01 00:00:00Z","2025-01-15 23:59:59Z","FLOCK 4Q-34;Global-17;Global-18;Global-19;Landsat-8;SKYSAT-C11;SKYSAT-C13","2025-01-01|1456|-33.1018|150.39861|60","-33.1018","150.39861","12"
"User2","2025-01-01 00:00:00Z","2025-01-15 23:59:59Z","FLOCK 4Q-34;Global-17;Global-18;Global-19;Landsat-8;SKYSAT-C11;SKYSAT-C13","2025-01-01|1456|-33.10111|150.39442|61","-33.10111","150.39442","12"
"User2","2025-01-01 00:00:00Z","2025-01-15 23:59:59Z","FLOCK 4Q-34;Global-17;Global-18;Global-19;Landsat-8;SKYSAT-C11;SKYSAT-C13","2025-01-01|1456|-33.10249|150.40279|62","-33.10249","150.40279","12"
"User2","2025-01-01 00:00:00Z","2025-01-15 23:59:59Z","FLOCK 4Q-34;Global-17;Global-18;Global-19;Landsat-8;SKYSAT-C11;SKYSAT-C13","2025-01-01|1456|-33.09985|150.40775|63","-33.09985","150.40775","12"
"User2","2025-01-01 00:00:00Z","2025-01-15 23:59:59Z","FLOCK 4Q-34;Global-17;Global-18;Global-19;Landsat-8;SKYSAT-C11;SKYSAT-C13","2025-01-01|1456|-33.09848|150.39941|64","-33.09848","150.39941","12"
"User2","2025-01-01 00:00:00Z","2025-01-15 23:59:59Z","FLOCK 4Q-34;Global-17;Global-18;Global-19;Landsat-8;SKYSAT-C11;SKYSAT-C13","2025-01-01|1456|-33.09779|150.39523|65","-33.09779","150.39523","12"
"User2","2025-01-01 00:00:00Z","2025-01-15 23:59:59Z","FLOCK 4Q-34;Global-17;Global-18;Global-19;Landsat-8;SKYSAT-C11;SKYSAT-C13","2025-01-01|1456|-33.09917|150.40358|66","-33.09917","150.40358","12"
"User2","2025-01-01 00:00:00Z","2025-01-15 23:59:59Z","FLOCK 4Q-34;Global-17;Global-18;Global-19;Landsat-8;SKYSAT-C11;SKYSAT-C13","2025-01-01|1456|-33.09515|150.40021|67","-33.09515","150.40021","12"
"User2","2025-01-01 00:00:00Z","2025-01-15 23:59:59Z","FLOCK 4Q-34;Global-17;Global-18;Global-19;Landsat-8;SKYSAT-C11;SKYSAT-C13","2025-01-01|1456|-33.09446|150.39604|68","-33.09446","150.39604","12"
"User2","2025-01-01 00:00:00Z","2025-01-15 23:59:59Z","FLOCK 4Q-34;Global-17;Global-18;Global-19;Landsat-8;SKYSAT-C11;SKYSAT-C13","2025-01-01|1456|-33.09307|150.38766|69","-33.09307","150.38766","12"
"User2","2025-01-01 00:00:00Z","2025-01-15 23:59:59Z","FLOCK 4Q-34;Global-17;Global-18;Global-19;Landsat-8;SKYSAT-C11;SKYSAT-C13","2025-01-01|1456|-33.09584|150.40439|70","-33.09584","150.40439","12"
"User2","2025-01-01 00:00:00Z","2025-01-15 23:59:59Z","FLOCK 4Q-34;Global-17;Global-18;Global-19;Landsat-8;SKYSAT-C11;SKYSAT-C13","2025-01-01|1456|-33.09251|150.40517|71","-33.09251","150.40517","12"
"User2","2025-01-01 00:00:00Z","2025-01-15 23:59:59Z","FLOCK 4Q-34;Global-17;Global-18;Global-19;Landsat-8;SKYSAT-C11;SKYSAT-C13","2025-01-01|1456|-33.09044|150.39264|72","-33.09044","150.39264","12"
"User2","2025-01-01 00:00:00Z","2025-01-15 23:59:59Z","FLOCK 4Q-34;Global-17;Global-18;Global-19;Landsat-8;SKYSAT-C11;SKYSAT-C13","2025-01-01|1456|-33.08696|150.37163|73","-33.08696","150.37163","12"
"User2","2025-01-01 00:00:00Z","2025-01-15 23:59:59Z","FLOCK 4Q-34;Global-17;Global-18;Global-19;Landsat-8;SKYSAT-C11;SKYSAT-C13","2025-01-01|1456|-33.09183|150.401|74","-33.09183","150.401","12"
"User2","2025-01-01 00:00:00Z","2025-01-15 23:59:59Z","FLOCK 4Q-34;Global-17;Global-18;Global-19;Landsat-8;SKYSAT-C11;SKYSAT-C13","2025-01-01|1456|-33.0885|150.40178|75","-33.0885","150.40178","12"
"User2","2025-01-01 00:00:00Z","2025-01-15 23:59:59Z","FLOCK 4Q-34;Global-17;Global-18;Global-19;Landsat-8;SKYSAT-C11;SKYSAT-C13","2025-01-01|1456|-33.08781|150.3976|76","-33.08781","150.3976","12"
"User2","2025-01-01 00:00:00Z","2025-01-15 23:59:59Z","FLOCK 4Q-34;Global-17;Global-18;Global-19;Landsat-8;SKYSAT-C11;SKYSAT-C13","2025-01-01|1456|-33.08712|150.39342|77","-33.08712","150.39342","12"
"User2","2025-01-01 00:00:00Z","2025-01-15 23:59:59Z","FLOCK 4Q-34;Global-17;Global-18;Global-19;Landsat-8;SKYSAT-C11;SKYSAT-C13","2025-01-01|1456|-33.08642|150.38922|78","-33.08642","150.38922","12"
"User2","2025-01-01 00:00:00Z","2025-01-15 23:59:59Z","FLOCK 4Q-34;Global-17;Global-18;Global-19;Landsat-8;SKYSAT-C11;SKYSAT-C13","2025-01-01|1456|-33.08572|150.38501|79","-33.08572","150.38501","12"
"User2","2025-01-01 00:00:00Z","2025-01-15 23:59:59Z","FLOCK 4Q-34;Global-17;Global-18;Global-19;Landsat-8;SKYSAT-C11;SKYSAT-C13","2025-01-01|1456|-33.08503|150.38081|80","-33.08503","150.38081","12"
"User2","2025-01-01 00:00:00Z","2025-01-15 23:59:59Z","FLOCK 4Q-34;Global-17;Global-18;Global-19;Landsat-8;SKYSAT-C11;SKYSAT-C13","2025-01-01|1456|-33.08448|150.39838|81","-33.08448","150.39838","12"
"User2","2025-01-01 00:00:00Z","2025-01-15 23:59:59Z","FLOCK 4Q-34;Global-17;Global-18;Global-19;Landsat-8;SKYSAT-C11;SKYSAT-C13","2025-01-01|1456|-33.08379|150.39418|82","-33.08379","150.39418","12"
"User2","2025-01-01 00:00:00Z","2025-01-15 23:59:59Z","FLOCK 4Q-34;Global-17;Global-18;Global-19;Landsat-8;SKYSAT-C11;SKYSAT-C13","2025-01-01|1456|-33.08309|150.38998|83","-33.08309","150.38998","12"
"User2","2025-01-01 00:00:00Z","2025-01-15 23:59:59Z","FLOCK 4Q-34;Global-17;Global-18;Global-19;Landsat-8;SKYSAT-C11;SKYSAT-C13","2025-01-01|1456|-33.0824|150.38577|84","-33.0824","150.38577","12"
"User2","2025-01-01 00:00:00Z","2025-01-15 23:59:59Z","FLOCK 4Q-34;Global-17;Global-18;Global-19;Landsat-8;SKYSAT-C11;SKYSAT-C13","2025-01-01|1456|-33.08045|150.39496|85","-33.08045","150.39496","12"
"User2","2025-01-01 00:00:00Z","2025-01-15 23:59:59Z","FLOCK 4Q-34;Global-17;Global-18;Global-19;Landsat-8;SKYSAT-C11;SKYSAT-C13","2025-01-01|1456|-33.07976|150.39075|86","-33.07976","150.39075","12"
"User2","2025-01-01 00:00:00Z","2025-01-15 23:59:59Z","FLOCK 4Q-34;Global-17;Global-18;Global-19;Landsat-8;SKYSAT-C11;SKYSAT-C13","2025-01-01|1456|-32.81486|150.79221|87","-32.81486","150.79221","12"
"User2","2025-01-01 00:00:00Z","2025-01-15 23:59:59Z","FLOCK 4Q-34;Global-17;Global-18;Global-19;Landsat-8;SKYSAT-C11;SKYSAT-C13","2025-01-01|1456|-32.81553|150.79634|88","-32.81553","150.79634","12"
"User2","2025-01-01 00:00:00Z","2025-01-15 23:59:59Z","FLOCK 4Q-34;Global-17;Global-18;Global-19;Landsat-8;SKYSAT-C11;SKYSAT-C13","2025-01-01|1456|-32.81155|150.79298|89","-32.81155","150.79298","12"
"User2","2025-01-01 00:00:00Z","2025-01-15 23:59:59Z","FLOCK 4Q-34;Global-17;Global-18;Global-19;Landsat-8;SKYSAT-C11;SKYSAT-C13","2025-01-01|1456|-32.81087|150.78883|90","-32.81087","150.78883","12"
"User2","2025-01-01 00:00:00Z","2025-01-15 23:59:59Z","FLOCK 4Q-34;Global-17;Global-18;Global-19;Landsat-8;SKYSAT-C11;SKYSAT-C13","2025-01-01|1456|-32.81222|150.79712|91","-32.81222","150.79712","12"
"User2","2025-01-01 00:00:00Z","2025-01-15 23:59:59Z","FLOCK 4Q-34;Global-17;Global-18;Global-19;Landsat-8;SKYSAT-C11;SKYSAT-C13","2025-01-01|1456|-32.80823|150.79375|92","-32.80823","150.79375","12"
"User2","2025-01-01 00:00:00Z","2025-01-15 23:59:59Z","FLOCK 4Q-34;Global-17;Global-18;Global-19;Landsat-8;SKYSAT-C11;SKYSAT-C13","2025-01-01|1456|-32.80755|150.78961|93","-32.80755","150.78961","12"
"User2","2025-01-01 00:00:00Z","2025-01-15 23:59:59Z","FLOCK 4Q-34;Global-17;Global-18;Global-19;Landsat-8;SKYSAT-C11;SKYSAT-C13","2025-01-01|1456|-33.12429|150.36739|94","-33.12429","150.36739","12"
"User2","2025-01-01 00:00:00Z","2025-01-15 23:59:59Z","FLOCK 4Q-34;Global-17;Global-18;Global-19;Landsat-8;SKYSAT-C11;SKYSAT-C13","2025-01-01|1456|-33.11373|150.38713|95","-33.11373","150.38713","12"
